employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,ann_salary
32757,Procurement,26,Master's & above,f,sourcing,1,60,3,4,0,73,95451
775,Procurement,26,Master's & above,f,other,1,35,1,6,0,73,47381
23881,Procurement,26,Master's & above,m,sourcing,1,39,4,8,0,73,65021
5728,Procurement,26,Master's & above,m,sourcing,1,35,3,10,0,73,120906
26511,Procurement,26,Master's & above,m,other,1,42,4,3,0,74,62312
49455,Technology,26,Master's & above,f,sourcing,1,42,3,6,0,75,306311
16920,Procurement,26,Master's & above,m,other,1,35,1,8,0,75,77851
30134,Technology,26,Master's & above,m,sourcing,1,42,3,10,0,75,484032
34845,Procurement,26,Master's & above,f,other,1,60,4,22,0,75,85294
66699,Technology,26,Master's & above,f,sourcing,1,36,2,2,0,76,299119
46987,Technology,26,Master's & above,m,sourcing,1,41,4,7,0,76,278098
53387,Technology,26,Master's & above,m,sourcing,1,34,2,10,0,76,229144
45977,Technology,26,Master's & above,m,other,1,45,1,14,0,76,347361
43065,Technology,26,Master's & above,m,sourcing,1,37,3,3,0,77,357424
69010,Technology,26,Master's & above,m,other,1,36,3,3,0,77,314073
73950,Technology,26,Master's & above,m,other,1,40,3,4,0,77,444573
23605,Technology,26,Master's & above,f,other,1,33,4,5,0,77,169787
17429,Technology,26,Master's & above,m,other,1,39,3,14,0,77,393646
73302,Technology,26,Master's & above,m,other,2,50,4,16,0,77,422565
10036,Technology,26,Master's & above,m,other,1,40,5,4,0,78,363468
38204,Technology,26,Master's & above,m,sourcing,1,39,5,9,0,78,414656
31204,Technology,26,Master's & above,f,other,1,41,2,10,0,78,212545
18893,Technology,26,Master's & above,m,sourcing,1,41,3,12,0,78,499120
5313,Technology,26,Master's & above,m,other,1,41,5,13,0,78,344277
7709,R&D,26,Master's & above,m,other,1,28,3,1,0,79,397532
5408,Technology,26,Master's & above,m,other,1,45,2,3,0,79,383777
71202,Technology,26,Master's & above,m,sourcing,1,47,1,5,0,79,285710
50032,Technology,26,Master's & above,m,sourcing,1,56,3,7,0,79,346554
73075,Technology,26,Master's & above,m,other,1,45,3,7,0,79,475361
47493,Technology,26,Master's & above,m,other,1,47,3,8,0,79,410084
59813,Technology,26,Master's & above,m,sourcing,1,32,3,8,0,79,376886
67935,Technology,26,Master's & above,m,sourcing,1,55,3,12,0,79,403631
24048,Technology,26,Master's & above,m,other,1,51,4,18,0,79,253329
22707,Technology,26,Master's & above,m,other,1,33,1,2,0,80,230971
49337,Technology,26,Master's & above,m,other,1,39,1,4,0,80,259634
57533,Technology,26,Master's & above,m,sourcing,2,36,3,5,0,80,385023
65125,Technology,26,Master's & above,m,other,1,35,3,6,0,80,439366
16662,Analytics,26,Master's & above,m,other,1,32,5,6,0,80,58463
22877,Technology,26,Master's & above,f,other,1,33,3,7,0,80,107895
32288,Technology,26,Master's & above,f,sourcing,2,36,3,8,0,80,364951
38026,Technology,26,Master's & above,m,other,1,34,1,10,0,80,497735
37482,Analytics,26,Master's & above,m,sourcing,1,40,3,11,0,80,131740
3714,Technology,26,Master's & above,f,sourcing,1,36,3,3,0,81,116243
48661,Technology,26,Master's & above,m,other,1,31,3,4,0,81,460666
74914,Technology,26,Master's & above,m,other,1,48,3,5,0,81,275233
14667,R&D,26,Master's & above,m,other,1,40,3,6,0,81,478717
51632,Technology,26,Master's & above,f,sourcing,1,32,3,9,0,81,271450
7722,R&D,26,Master's & above,m,other,1,29,5,4,0,82,296948
41651,Technology,26,Master's & above,m,sourcing,1,31,3,6,0,82,492941
25425,Technology,26,Master's & above,m,sourcing,1,46,5,7,0,82,479000
76217,Technology,26,Master's & above,m,other,1,43,4,16,0,82,471265
22361,R&D,26,Master's & above,m,other,1,30,5,5,0,83,532922
66714,Analytics,26,Master's & above,m,other,3,32,3,6,0,83,81990
36605,Technology,26,Master's & above,f,other,1,32,4,9,0,83,246079
40691,Technology,26,Master's & above,m,other,1,40,4,11,0,83,376995
21988,Technology,26,Master's & above,m,sourcing,1,46,1,20,0,83,245419
76067,R&D,26,Master's & above,m,sourcing,1,31,3,3,0,84,546850
29419,Technology,26,Master's & above,m,sourcing,1,43,3,4,0,84,204244
51159,Technology,26,Master's & above,f,other,1,39,3,4,0,84,234091
54301,Analytics,26,Master's & above,m,sourcing,1,35,3,4,0,84,96523
10894,R&D,26,Master's & above,m,sourcing,1,30,2,5,0,84,313397
27736,Technology,26,Master's & above,m,other,1,43,1,7,0,84,318977
43861,R&D,26,Master's & above,m,other,2,34,2,10,0,84,286797
18341,Analytics,26,Master's & above,m,other,1,39,5,12,0,84,144078
34549,R&D,26,Master's & above,m,other,1,35,1,6,0,85,356956
13191,Analytics,26,Master's & above,m,other,1,38,5,2,0,86,124427
51888,R&D,26,Master's & above,m,referred,2,29,5,3,0,86,494781
50044,Analytics,26,Master's & above,m,other,2,42,5,5,0,88,125776
51388,Analytics,26,Master's & above,m,sourcing,1,39,5,10,0,89,139802
15519,Analytics,26,Master's & above,m,other,1,33,5,6,0,97,86694
49820,Sales & Marketing,26,Master's & above,m,sourcing,1,24,1,1,0,43,111325
6214,Sales & Marketing,26,Master's & above,m,other,1,32,2,5,0,43,132788
17541,Sales & Marketing,26,Master's & above,m,other,1,40,3,9,0,46,85922
18186,Sales & Marketing,26,Master's & above,f,other,1,24,4,1,0,47,57789
39954,Sales & Marketing,26,Master's & above,m,sourcing,1,29,1,4,0,47,129740
26602,Sales & Marketing,26,Master's & above,m,other,1,24,3,1,0,48,94730
59193,Sales & Marketing,26,Master's & above,m,other,1,26,2,1,0,48,111164
5139,Sales & Marketing,26,Master's & above,m,sourcing,1,27,2,3,0,48,131519
14517,Sales & Marketing,26,Master's & above,m,other,2,29,3,3,0,48,121670
38043,Sales & Marketing,26,Master's & above,m,other,1,32,3,3,0,48,141529
56075,Sales & Marketing,26,Master's & above,m,other,1,33,1,5,0,48,63501
35969,Sales & Marketing,26,Master's & above,m,other,1,31,2,5,0,48,111538
40150,Sales & Marketing,26,Master's & above,m,sourcing,1,23,2,1,0,49,89568
24564,Sales & Marketing,26,Master's & above,m,sourcing,1,34,4,3,0,49,101982
23708,Sales & Marketing,26,Master's & above,m,sourcing,3,32,2,8,0,49,79656
78067,Sales & Marketing,26,Master's & above,m,other,1,25,2,1,0,50,131300
43154,Sales & Marketing,26,Master's & above,m,other,1,31,3,2,0,50,76479
43657,Sales & Marketing,26,Master's & above,m,other,1,24,4,3,0,50,142293
60936,Sales & Marketing,26,Master's & above,m,other,1,25,3,4,0,50,101748
4122,Sales & Marketing,26,Master's & above,m,sourcing,1,35,3,8,0,50,89688
6267,Sales & Marketing,26,Master's & above,m,other,1,25,1,2,0,51,100158
31127,Sales & Marketing,26,Master's & above,m,sourcing,1,40,3,2,0,51,106584
17845,Sales & Marketing,26,Master's & above,m,other,1,40,1,4,0,51,88597
63453,HR,26,Master's & above,m,sourcing,1,30,3,6,0,51,178221
41396,Sales & Marketing,26,Master's & above,m,sourcing,1,31,3,7,0,51,131741
26788,Sales & Marketing,26,Master's & above,m,sourcing,1,40,1,8,0,51,83960
77341,Sales & Marketing,26,Master's & above,m,other,2,31,3,4,0,52,139077
64662,Sales & Marketing,26,Master's & above,m,other,1,26,1,4,0,55,74284
2425,Sales & Marketing,26,Master's & above,m,other,1,29,3,4,0,55,107908
61702,Operations,26,Master's & above,m,sourcing,1,29,4,4,0,57,143663
9450,Sales & Marketing,25,Master's & above,m,sourcing,1,42,4,2,0,43,66424
34982,Sales & Marketing,25,Master's & above,m,other,1,42,3,7,0,44,57883
11306,Sales & Marketing,25,Master's & above,m,sourcing,1,40,4,7,0,44,106770
10520,Sales & Marketing,25,Master's & above,m,sourcing,1,45,3,5,0,45,127749
60226,Sales & Marketing,25,Master's & above,m,other,1,31,3,6,0,45,131674
43639,Sales & Marketing,25,Master's & above,m,sourcing,2,41,3,7,0,45,120018
12892,Sales & Marketing,25,Master's & above,m,sourcing,1,35,4,8,0,45,103382
22560,Sales & Marketing,25,Master's & above,m,other,2,35,2,2,0,46,93471
34779,Sales & Marketing,25,Master's & above,m,sourcing,1,39,5,2,0,46,102933
32224,HR,25,Master's & above,m,sourcing,1,32,5,3,0,46,142452
1744,Sales & Marketing,25,Master's & above,m,sourcing,1,43,5,4,0,46,77846
74828,Sales & Marketing,25,Master's & above,m,other,2,45,5,7,0,46,90088
70473,Sales & Marketing,25,Master's & above,m,other,2,34,3,10,0,46,123390
11460,HR,25,Master's & above,m,other,1,49,3,2,0,47,159334
11667,Sales & Marketing,25,Master's & above,m,other,1,32,3,5,0,47,92934
23047,Sales & Marketing,25,Master's & above,m,sourcing,1,43,3,5,0,47,140361
24686,Sales & Marketing,25,Master's & above,m,other,2,34,1,10,0,47,97169
42687,Sales & Marketing,25,Master's & above,f,sourcing,1,38,4,2,0,48,48873
11270,Sales & Marketing,25,Master's & above,m,other,3,33,3,3,0,48,52560
76502,Sales & Marketing,25,Master's & above,m,other,1,32,2,5,0,48,82465
46261,Sales & Marketing,25,Master's & above,m,sourcing,1,32,1,6,0,48,117531
22704,Sales & Marketing,25,Master's & above,m,sourcing,1,36,2,7,0,48,80025
33431,Sales & Marketing,25,Master's & above,m,sourcing,1,34,3,3,0,49,112991
25210,Sales & Marketing,25,Master's & above,m,other,1,33,4,5,0,49,125596
50817,HR,25,Master's & above,m,other,1,34,4,6,0,49,190831
12320,Sales & Marketing,25,Master's & above,m,other,1,37,5,6,0,49,126941
12139,Sales & Marketing,25,Master's & above,m,other,1,38,4,7,0,49,98093
35351,HR,25,Master's & above,f,sourcing,1,36,4,9,0,49,60283
34647,Sales & Marketing,25,Master's & above,m,other,1,39,5,9,0,49,110725
67524,Sales & Marketing,25,Master's & above,m,other,2,43,3,12,0,49,134419
58393,Sales & Marketing,25,Master's & above,m,sourcing,1,38,5,12,0,49,117918
33646,HR,25,Master's & above,m,sourcing,1,34,1,3,0,50,66112
19960,Sales & Marketing,25,Master's & above,m,other,1,37,3,3,0,50,102235
41569,HR,25,Master's & above,m,other,1,32,4,3,0,50,131235
15270,Sales & Marketing,25,Master's & above,f,sourcing,1,36,5,3,0,50,45340
40605,Sales & Marketing,25,Master's & above,m,other,1,37,5,3,0,50,120193
42587,Sales & Marketing,25,Master's & above,f,other,1,35,5,3,0,50,88013
55720,HR,25,Master's & above,f,sourcing,1,32,5,3,0,50,106157
35410,Sales & Marketing,25,Master's & above,m,sourcing,2,44,3,5,0,50,134136
26375,HR,25,Master's & above,f,other,1,33,4,5,0,50,84260
38010,Sales & Marketing,25,Master's & above,m,sourcing,1,32,4,5,0,50,59174
30976,Sales & Marketing,25,Master's & above,m,other,2,32,1,7,0,50,97715
73680,Sales & Marketing,25,Master's & above,f,other,1,35,1,7,0,50,94788
19496,HR,25,Master's & above,f,other,1,34,5,7,0,50,76619
60258,Sales & Marketing,25,Master's & above,m,sourcing,1,35,5,7,0,50,115846
12494,Sales & Marketing,25,Master's & above,f,other,1,33,1,8,0,50,75275
12613,Sales & Marketing,25,Master's & above,m,sourcing,1,36,3,9,0,50,131155
3859,Sales & Marketing,25,Master's & above,m,other,4,41,3,13,0,50,88980
9523,Sales & Marketing,25,Master's & above,f,sourcing,1,40,3,3,0,51,74279
41320,Sales & Marketing,25,Master's & above,m,other,1,32,5,3,0,51,72462
6225,Sales & Marketing,25,Master's & above,m,other,1,31,2,5,0,51,72491
45177,Sales & Marketing,25,Master's & above,m,other,1,34,1,6,0,51,115262
75588,Sales & Marketing,25,Master's & above,m,other,3,36,1,7,0,51,118518
72299,Sales & Marketing,25,Master's & above,m,other,1,41,5,7,0,51,70585
26197,HR,25,Master's & above,m,sourcing,1,49,4,8,0,51,104113
62390,Sales & Marketing,25,Master's & above,m,other,1,36,5,8,0,51,133140
5996,Sales & Marketing,25,Master's & above,m,sourcing,1,39,5,9,0,51,52678
15232,Sales & Marketing,25,Master's & above,m,other,2,38,5,10,0,51,96593
60166,Sales & Marketing,25,Master's & above,m,other,2,44,3,11,0,51,126822
23082,Sales & Marketing,25,Master's & above,f,sourcing,1,35,3,3,0,52,55706
62127,Sales & Marketing,25,Master's & above,f,other,1,36,1,5,0,52,66040
60775,Sales & Marketing,25,Master's & above,m,other,3,34,3,6,0,52,117154
61663,Sales & Marketing,25,Master's & above,m,other,1,34,2,7,0,52,135454
24465,Sales & Marketing,25,Master's & above,m,sourcing,1,39,4,7,0,52,135656
19362,Sales & Marketing,25,Master's & above,m,sourcing,1,33,5,7,0,52,133455
24727,Sales & Marketing,25,Master's & above,m,other,1,37,4,9,0,52,128543
45745,Sales & Marketing,25,Master's & above,m,sourcing,1,35,1,4,0,53,87925
27733,Operations,25,Master's & above,f,sourcing,1,33,4,4,0,53,65724
22540,Sales & Marketing,25,Master's & above,f,sourcing,2,33,3,7,0,53,49066
14131,HR,25,Master's & above,m,other,1,35,5,7,0,53,134330
10421,HR,25,Master's & above,f,other,1,36,4,8,0,53,66376
54344,Operations,25,Master's & above,m,sourcing,1,35,3,3,0,54,63079
23618,Sales & Marketing,25,Master's & above,m,other,1,35,3,6,0,54,132392
39952,Sales & Marketing,25,Master's & above,m,sourcing,1,32,5,7,0,54,64567
25757,Operations,25,Master's & above,m,other,1,34,2,6,0,55,60824
63092,Finance,25,Master's & above,m,sourcing,1,33,4,10,0,56,387461
5853,Sales & Marketing,25,Master's & above,m,other,1,41,3,7,0,57,102639
67979,Operations,25,Master's & above,m,sourcing,1,38,3,8,0,57,81278
22358,Operations,25,Master's & above,m,sourcing,2,34,3,9,0,58,148674
58137,Operations,25,Master's & above,f,sourcing,1,33,4,3,0,59,63958
30003,Finance,25,Master's & above,m,other,1,33,5,6,0,60,177807
24503,Operations,25,Master's & above,m,other,1,34,5,9,0,61,76978
59450,Operations,25,Master's & above,m,other,1,35,3,7,0,62,103850
61839,Operations,25,Master's & above,m,sourcing,1,34,3,7,0,62,101575
21620,Sales & Marketing,25,Master's & above,m,other,1,41,5,8,0,62,69952
25709,Operations,25,Master's & above,f,other,1,34,3,9,0,62,89448
33076,Sales & Marketing,25,Master's & above,m,sourcing,1,37,4,9,0,62,105126
19304,Sales & Marketing,25,Master's & above,m,sourcing,1,36,5,8,0,66,60042
23262,Procurement,25,Master's & above,m,sourcing,3,36,3,4,0,68,63907
16406,Procurement,25,Master's & above,f,other,1,32,2,1,0,72,88870
22085,Procurement,25,Master's & above,f,other,1,32,3,4,0,73,78661
63607,Procurement,25,Master's & above,f,sourcing,1,32,3,5,0,74,68331
33213,Technology,25,Master's & above,f,sourcing,1,32,3,4,0,75,311794
59345,Technology,25,Master's & above,m,other,1,34,3,3,0,76,256175
4336,Technology,25,Master's & above,f,other,1,36,3,11,0,76,310470
33538,Technology,25,Master's & above,m,sourcing,1,34,5,3,0,77,234239
47956,Technology,25,Master's & above,f,other,1,34,3,7,0,77,258924
33615,Technology,25,Master's & above,f,sourcing,2,36,3,9,0,77,344731
29532,R&D,25,Master's & above,m,sourcing,1,32,5,3,0,78,540973
29858,Technology,25,Master's & above,m,sourcing,1,38,3,8,0,79,492825
77080,R&D,25,Master's & above,m,other,1,38,4,10,0,79,497561
48248,Technology,25,Master's & above,f,other,1,33,4,3,1,79,225903
68983,Technology,25,Master's & above,m,other,1,32,5,3,0,80,357215
42725,Technology,25,Master's & above,m,sourcing,1,33,3,5,0,80,417204
69668,Technology,25,Master's & above,m,sourcing,1,32,4,5,0,80,446950
18964,Technology,25,Master's & above,f,sourcing,1,34,3,5,0,82,340470
33415,Technology,25,Master's & above,m,other,1,32,4,5,0,82,456105
11790,Analytics,25,Master's & above,m,other,1,35,4,7,0,82,109455
55056,Analytics,25,Master's & above,m,other,1,36,5,3,0,83,80647
60525,Analytics,25,Master's & above,m,sourcing,2,32,3,7,0,83,79041
61040,Analytics,25,Master's & above,m,sourcing,3,37,5,2,0,84,79292
13186,Analytics,25,Master's & above,m,other,1,37,3,3,0,84,76009
15934,Analytics,25,Master's & above,m,other,2,37,5,4,0,84,138583
57108,Analytics,25,Master's & above,m,sourcing,1,37,5,4,0,84,147414
60156,Analytics,25,Master's & above,m,sourcing,1,38,4,5,0,84,137259
53053,Analytics,25,Master's & above,m,sourcing,2,36,5,5,0,84,113446
50833,Technology,25,Master's & above,m,sourcing,1,33,3,6,0,84,238704
27173,Analytics,25,Master's & above,m,other,1,32,5,2,0,85,141218
43996,Analytics,25,Master's & above,m,sourcing,2,37,3,7,0,85,109317
34266,R&D,25,Master's & above,m,other,2,37,5,8,0,85,303517
69823,Analytics,25,Master's & above,m,other,1,32,3,5,0,86,80513
62937,Analytics,25,Master's & above,m,sourcing,1,32,4,6,0,86,126929
59227,Analytics,25,Master's & above,m,sourcing,1,35,4,7,0,86,63181
51627,Analytics,25,Master's & above,m,other,1,37,4,8,0,86,133594
20242,Analytics,25,Master's & above,m,sourcing,1,35,1,4,0,87,142605
5326,Analytics,25,Master's & above,m,other,1,32,1,7,0,87,55777
21140,Sales & Marketing,25,Master's & above,m,sourcing,1,38,4,7,0,87,63747
65681,R&D,25,Master's & above,m,other,1,34,5,10,0,88,357631
58386,Analytics,25,Master's & above,m,other,1,33,4,5,0,89,119326
74327,Analytics,25,Master's & above,m,other,2,33,4,5,0,89,96043
35204,Sales & Marketing,25,Master's & above,m,sourcing,1,26,5,5,0,44,70373
76773,Sales & Marketing,25,Master's & above,m,sourcing,1,25,3,1,0,46,57900
61418,Sales & Marketing,25,Master's & above,m,sourcing,1,30,1,1,0,46,100878
21974,Sales & Marketing,25,Master's & above,m,other,1,27,3,1,0,48,118616
6049,Sales & Marketing,25,Master's & above,m,sourcing,1,26,5,1,0,49,75358
7902,Sales & Marketing,25,Master's & above,m,sourcing,2,26,2,1,0,50,142072
23417,Sales & Marketing,25,Master's & above,m,sourcing,1,30,4,3,0,50,52255
57127,Sales & Marketing,25,Master's & above,m,other,1,27,4,2,0,51,81293
8157,Sales & Marketing,25,Master's & above,m,other,1,27,5,6,0,52,116422
60413,Sales & Marketing,25,Master's & above,m,other,1,30,3,5,0,53,91784
65943,Sales & Marketing,25,Master's & above,m,other,1,26,5,1,0,55,62004
45519,Sales & Marketing,25,Master's & above,m,other,1,25,5,3,0,56,66931
43913,Sales & Marketing,24,Master's & above,f,other,1,33,1,3,0,47,96362
29591,Sales & Marketing,24,Master's & above,f,sourcing,1,31,3,3,0,47,58265
49848,Sales & Marketing,24,Master's & above,m,other,2,32,3,10,0,48,94357
69190,Sales & Marketing,24,Master's & above,m,other,1,39,4,3,0,49,118613
4723,Sales & Marketing,24,Master's & above,m,other,1,38,2,8,0,49,116946
30666,Sales & Marketing,24,Master's & above,m,other,1,38,3,9,0,49,101343
52591,Sales & Marketing,24,Master's & above,m,sourcing,1,40,5,12,0,49,128871
22283,Sales & Marketing,24,Master's & above,m,sourcing,1,38,1,2,0,50,55261
31239,Sales & Marketing,24,Master's & above,m,sourcing,1,31,3,4,0,50,149611
23228,Sales & Marketing,24,Master's & above,m,other,1,40,3,5,0,50,121683
54070,Sales & Marketing,24,Master's & above,m,sourcing,1,31,1,6,0,50,73313
33412,Sales & Marketing,24,Master's & above,m,other,1,31,1,4,0,52,144539
23323,Sales & Marketing,24,Master's & above,m,other,1,31,3,4,0,52,94449
23894,Sales & Marketing,24,Master's & above,m,sourcing,1,38,2,6,0,52,103781
70490,Sales & Marketing,24,Master's & above,m,other,1,31,3,5,1,52,103900
54885,Sales & Marketing,24,Master's & above,m,sourcing,1,34,5,3,0,53,97864
28245,Sales & Marketing,24,Master's & above,m,other,1,40,5,3,0,54,91788
31454,Operations,24,Master's & above,m,other,1,33,5,6,0,54,85265
46435,Operations,24,Master's & above,m,sourcing,1,33,2,3,0,56,75061
66898,Operations,24,Master's & above,m,sourcing,1,33,3,8,0,56,128609
48030,Operations,24,Master's & above,m,other,1,33,3,6,0,58,130825
68793,Operations,24,Master's & above,f,sourcing,1,35,3,8,0,59,60544
67121,Operations,24,Master's & above,f,other,1,32,3,7,0,60,48296
56000,Operations,24,Master's & above,m,sourcing,1,33,5,5,0,62,137031
6252,Operations,24,Master's & above,f,sourcing,1,32,3,4,0,64,92050
53252,Procurement,24,Master's & above,f,other,1,37,3,10,0,65,80973
49497,Procurement,24,Master's & above,m,other,1,40,2,13,0,65,119915
42586,Procurement,24,Master's & above,m,other,1,31,3,9,0,68,128956
70504,Procurement,24,Master's & above,m,sourcing,2,45,3,4,0,69,144996
29610,Procurement,24,Master's & above,m,sourcing,1,31,1,5,0,69,81498
65027,Procurement,24,Master's & above,m,other,2,32,3,7,0,71,120029
25778,Technology,24,Master's & above,f,other,1,36,4,3,0,75,249974
34691,Technology,24,Master's & above,f,other,2,33,3,4,0,76,274125
4093,Technology,24,Master's & above,m,sourcing,1,34,3,5,0,76,450584
13371,Technology,24,Master's & above,f,other,1,33,2,7,0,76,299836
15784,Technology,24,Master's & above,m,sourcing,1,36,2,8,0,77,315121
33164,Technology,24,Master's & above,m,sourcing,1,35,1,3,1,79,436984
13412,Technology,24,Master's & above,m,other,1,34,3,4,0,80,350723
40331,Technology,24,Master's & above,m,other,1,31,3,4,0,80,362930
74040,Technology,24,Master's & above,f,other,1,35,1,7,0,80,166366
46036,Technology,24,Master's & above,f,other,1,31,3,2,0,81,392457
60556,Technology,24,Master's & above,f,other,1,38,3,3,0,81,262837
66716,Analytics,24,Master's & above,m,sourcing,1,32,3,7,0,81,138600
63207,Analytics,24,Master's & above,m,other,1,34,4,7,0,81,89488
69077,Technology,24,Master's & above,f,other,1,37,3,10,0,81,110903
24928,R&D,24,Master's & above,m,sourcing,1,30,3,4,0,82,546498
23123,Technology,24,Master's & above,m,sourcing,1,35,3,7,0,82,211356
52154,Technology,24,Master's & above,m,sourcing,1,41,3,8,0,82,486849
74114,Analytics,24,Master's & above,m,other,1,33,4,6,0,84,74945
29382,Analytics,24,Master's & above,m,other,1,39,2,10,0,86,80749
75402,Analytics,24,Master's & above,m,other,1,34,3,3,0,87,66527
47031,Analytics,24,Master's & above,m,sourcing,1,33,1,2,0,88,146656
42208,Sales & Marketing,24,Master's & above,m,other,1,28,1,1,0,48,64017
63984,Sales & Marketing,24,Master's & above,f,sourcing,1,30,1,4,0,51,66300
68069,Sales & Marketing,23,Master's & above,m,sourcing,1,45,3,19,0,43,126094
62463,Sales & Marketing,23,Master's & above,m,sourcing,2,42,2,9,0,44,68240
64733,Sales & Marketing,23,Master's & above,f,other,1,36,5,8,0,46,44263
54951,Sales & Marketing,23,Master's & above,m,sourcing,1,34,4,4,0,47,58186
31998,Sales & Marketing,23,Master's & above,m,sourcing,2,35,1,5,0,47,108805
39071,Sales & Marketing,23,Master's & above,m,other,1,34,1,9,0,47,59581
29371,Sales & Marketing,23,Master's & above,m,other,1,40,3,9,0,47,70712
48529,HR,23,Master's & above,m,sourcing,1,40,5,9,0,47,114978
67257,Sales & Marketing,23,Master's & above,m,other,1,34,4,10,0,47,71779
36208,Sales & Marketing,23,Master's & above,m,other,1,45,1,18,0,47,72734
56300,Sales & Marketing,23,Master's & above,m,other,1,35,1,3,0,48,53554
70869,Sales & Marketing,23,Master's & above,f,other,1,33,1,3,0,48,43518
77976,Sales & Marketing,23,Master's & above,m,other,1,36,3,4,0,48,110122
13592,Sales & Marketing,23,Master's & above,m,other,1,47,3,6,0,48,85930
51465,Sales & Marketing,23,Master's & above,m,other,2,38,5,6,0,48,73595
44643,Sales & Marketing,23,Master's & above,m,other,1,50,2,7,0,48,77037
41043,Sales & Marketing,23,Master's & above,f,sourcing,1,34,5,7,0,48,58294
6657,Sales & Marketing,23,Master's & above,m,other,1,36,3,9,0,48,52873
67301,Sales & Marketing,23,Master's & above,m,other,2,40,1,13,0,48,103778
17153,Sales & Marketing,23,Master's & above,m,other,1,38,4,13,0,48,114464
44107,Sales & Marketing,23,Master's & above,m,sourcing,3,32,3,2,0,49,117136
71219,Sales & Marketing,23,Master's & above,m,sourcing,1,32,4,2,0,49,108513
74685,Sales & Marketing,23,Master's & above,m,sourcing,1,39,4,4,0,49,141734
22294,HR,23,Master's & above,m,other,1,38,5,4,0,49,117590
70221,Sales & Marketing,23,Master's & above,m,other,3,41,1,5,0,49,128622
51313,Sales & Marketing,23,Master's & above,m,other,1,35,3,5,0,49,134621
19062,Sales & Marketing,23,Master's & above,m,sourcing,1,34,3,6,0,49,51229
45466,Sales & Marketing,23,Master's & above,m,other,1,44,3,6,0,49,67846
48470,Sales & Marketing,23,Master's & above,f,other,1,32,5,6,0,49,78434
58054,Sales & Marketing,23,Master's & above,m,other,1,35,5,6,0,49,66458
9894,Sales & Marketing,23,Master's & above,m,other,1,40,4,7,0,49,89817
70940,HR,23,Master's & above,m,other,1,38,4,8,0,49,70454
75874,Sales & Marketing,23,Master's & above,m,other,1,44,5,10,0,49,147977
52455,Sales & Marketing,23,Master's & above,m,sourcing,1,40,3,11,0,49,92664
6652,Sales & Marketing,23,Master's & above,m,other,1,39,2,12,0,49,90383
57146,Sales & Marketing,23,Master's & above,m,sourcing,1,35,1,2,0,50,56326
12463,Sales & Marketing,23,Master's & above,m,sourcing,1,31,3,2,0,50,67035
56884,Sales & Marketing,23,Master's & above,m,other,2,42,3,4,0,50,120375
23373,Sales & Marketing,23,Master's & above,f,other,1,34,5,6,0,50,83761
32942,Sales & Marketing,23,Master's & above,f,sourcing,1,34,3,7,0,50,55670
24583,Sales & Marketing,23,Master's & above,f,other,1,40,3,9,0,50,99951
70150,Sales & Marketing,23,Master's & above,m,other,1,38,5,9,0,50,87942
1597,Sales & Marketing,23,Master's & above,f,sourcing,1,36,5,3,0,51,61897
3492,Sales & Marketing,23,Master's & above,m,other,1,37,5,4,0,51,85320
50802,Sales & Marketing,23,Master's & above,m,other,1,42,5,5,0,51,122310
16163,Sales & Marketing,23,Master's & above,m,other,1,35,5,6,0,51,145118
40444,Sales & Marketing,23,Master's & above,m,sourcing,1,31,5,6,0,51,86019
76481,Sales & Marketing,23,Master's & above,f,sourcing,1,40,1,7,0,51,65064
38682,Sales & Marketing,23,Master's & above,m,sourcing,1,46,3,7,0,51,135388
3754,Sales & Marketing,23,Master's & above,m,sourcing,1,49,3,8,0,51,72314
63145,Sales & Marketing,23,Master's & above,m,other,1,36,5,10,0,51,53101
5424,Sales & Marketing,23,Master's & above,f,sourcing,1,35,1,2,0,52,79264
23413,Sales & Marketing,23,Master's & above,m,other,1,32,5,2,0,52,114201
13827,HR,23,Master's & above,f,other,2,33,3,8,0,52,53726
58395,Sales & Marketing,23,Master's & above,m,sourcing,1,39,4,8,0,52,141684
18825,Sales & Marketing,23,Master's & above,f,other,1,38,3,10,0,52,92392
9225,Sales & Marketing,23,Master's & above,f,other,1,41,1,11,0,52,42730
51701,HR,23,Master's & above,m,sourcing,1,38,5,12,0,52,138354
35980,Sales & Marketing,23,Master's & above,m,sourcing,2,42,1,2,0,53,112680
64724,Sales & Marketing,23,Master's & above,m,sourcing,1,38,5,2,0,53,146065
71945,Sales & Marketing,23,Master's & above,m,other,1,42,5,4,0,53,57579
31579,Operations,23,Master's & above,f,sourcing,1,41,4,8,0,54,89259
33074,Operations,23,Master's & above,f,other,1,40,3,11,0,54,84822
50190,Operations,23,Master's & above,m,other,1,41,5,2,0,55,103841
5747,Operations,23,Master's & above,m,other,1,41,5,4,0,55,138652
6237,Finance,23,Master's & above,m,other,1,35,3,7,0,55,113283
32451,Operations,23,Master's & above,f,other,1,35,3,7,0,55,66302
15370,Finance,23,Master's & above,m,other,1,39,3,10,0,55,258581
3959,Operations,23,Master's & above,f,other,1,34,4,2,0,56,92185
35069,Operations,23,Master's & above,f,other,1,41,3,6,0,56,85110
77867,Finance,23,Master's & above,m,other,1,40,5,6,0,56,108953
19604,Finance,23,Master's & above,m,other,1,33,5,2,0,57,177354
