"","m_emp_id","f_emp_id","m_dept","f_dept","m_region","f_region","m_average","f_average","m_ann_sal","f_ann_sal","Suggst_Amt"
"2449",19029,74228,"Sales & Marketing","Sales & Marketing",2,2,52.2126436781609,52.6458067262665,101075,41287,59788
"2450",17756,1463,"Sales & Marketing","Sales & Marketing",2,2,55.6436249467859,56.0137292464879,122438,57397,65041
"2451",17756,3684,"Sales & Marketing","Sales & Marketing",2,2,55.6436249467859,55.9913793103448,122438,91268,31170
"2452",17756,14686,"Sales & Marketing","Sales & Marketing",2,2,55.6436249467859,55.8077905491699,122438,48157,74281
"2453",17756,30074,"Sales & Marketing","Sales & Marketing",2,2,55.6436249467859,56.105257556407,122438,86038,36400
"2454",17756,31429,"Sales & Marketing","Sales & Marketing",2,2,55.6436249467859,55.6931140911026,122438,81198,41240
"2455",17756,35076,"Sales & Marketing","Sales & Marketing",2,2,55.6436249467859,55.6526713495104,122438,60854,61584
"2456",17756,48647,"Sales & Marketing","Sales & Marketing",2,2,55.6436249467859,55.7090783312048,122438,63332,59106
"2457",17756,71409,"Sales & Marketing","Sales & Marketing",2,2,55.6436249467859,55.8511600681141,122438,56943,65495
"2458",11228,30423,"Sales & Marketing","Sales & Marketing",2,2,61.5275117071094,61.6177096636867,103321,62684,40637
"2459",11228,46000,"Sales & Marketing","Sales & Marketing",2,2,61.5275117071094,62.0279906343125,103321,41393,61928
"2460",11228,61231,"Sales & Marketing","Sales & Marketing",2,2,61.5275117071094,62.0748190719455,103321,65113,38208
"2461",11228,67679,"Sales & Marketing","Sales & Marketing",2,2,61.5275117071094,61.6068007662835,103321,45088,58233
"2462",11228,70578,"Sales & Marketing","Sales & Marketing",2,2,61.5275117071094,61.6778416347382,103321,65069,38252
"2463",11228,76317,"Sales & Marketing","Sales & Marketing",2,2,61.5275117071094,61.5738080034057,103321,46343,56978
"2464",54080,30795,"HR","HR",2,2,57.2631971051511,57.578490847169,149006,112549,36457
"2465",54080,53368,"HR","HR",2,2,57.2631971051511,57.6367603235419,149006,111271,37735
"2466",8864,6122,"Sales & Marketing","Sales & Marketing",2,2,53.6164325244785,53.9617922520221,70400,56445,13955
"2467",8864,20042,"Sales & Marketing","Sales & Marketing",2,2,53.6164325244785,53.8218390804598,70400,58934,11466
"2468",8864,23945,"Sales & Marketing","Sales & Marketing",2,2,53.6164325244785,53.9444976585781,70400,44409,25991
"2469",8864,42759,"Sales & Marketing","Sales & Marketing",2,2,53.6164325244785,53.7832588335462,70400,66657,3743
"2470",68084,6122,"Sales & Marketing","Sales & Marketing",2,2,53.6164325244785,53.9617922520221,108004,56445,51559
"2471",68084,20042,"Sales & Marketing","Sales & Marketing",2,2,53.6164325244785,53.8218390804598,108004,58934,49070
"2472",68084,23945,"Sales & Marketing","Sales & Marketing",2,2,53.6164325244785,53.9444976585781,108004,44409,63595
"2473",68084,24911,"Sales & Marketing","Sales & Marketing",2,2,53.6164325244785,53.7952320136228,108004,92595,15409
"2474",68084,40153,"Sales & Marketing","Sales & Marketing",2,2,53.6164325244785,53.9963814389102,108004,91884,16120
"2475",68084,40263,"Sales & Marketing","Sales & Marketing",2,2,53.6164325244785,54.0730097914006,108004,89611,18393
"2476",68084,42759,"Sales & Marketing","Sales & Marketing",2,2,53.6164325244785,53.7832588335462,108004,66657,41347
"2477",68084,74328,"Sales & Marketing","Sales & Marketing",2,2,53.6164325244785,53.6890698169434,108004,95249,12755
"2478",68084,78164,"Sales & Marketing","Sales & Marketing",2,2,53.6164325244785,54.1094614729672,108004,96701,11303
"2479",6530,1967,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.7293529161345,96211,76945,19266
"2480",6530,2256,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.9877075351213,96211,94690,1521
"2481",6530,15536,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.6678905917412,96211,48012,48199
"2482",6530,17283,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.700883354619,96211,91689,4522
"2483",6530,21364,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.7125904640272,96211,44304,51907
"2484",6530,22164,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.5276713495104,96211,60819,35392
"2485",6530,29275,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.5319284802043,96211,87905,8306
"2486",6530,36513,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.7333439761601,96211,93367,2844
"2487",6530,46969,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.6335674755215,96211,95697,514
"2488",6530,53711,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.6168050234142,96211,82350,13861
"2489",6530,56621,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.6165389527458,96211,93602,2609
"2490",6530,64934,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.7575564069817,96211,69499,26712
"2491",6530,66566,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.5609301830566,96211,50626,45585
"2492",6530,67541,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.943539804172,96211,73668,22543
"2493",6530,68029,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.6471370796084,96211,65248,30963
"2494",6530,74228,"Sales & Marketing","Sales & Marketing",2,2,52.505055342699,52.6458067262665,96211,41287,54924
"2495",27244,19595,"Sales & Marketing","Sales & Marketing",2,2,49.9278948488719,50.3855363984674,110369,58995,51374
"2496",27244,21700,"Sales & Marketing","Sales & Marketing",2,2,49.9278948488719,50.1955619412516,110369,70928,39441
"2497",27244,34989,"Sales & Marketing","Sales & Marketing",2,2,49.9278948488719,49.9662090251171,110369,86391,23978
"2498",27244,47891,"Sales & Marketing","Sales & Marketing",2,2,49.9278948488719,50.2328118348233,110369,71507,38862
"2499",27244,66384,"Sales & Marketing","Sales & Marketing",2,2,49.9278948488719,49.9760536398467,110369,84766,25603
"2500",27244,76158,"Sales & Marketing","Sales & Marketing",2,2,49.9278948488719,50.1990208599404,110369,49968,60401
"2501",31801,3486,"HR","HR",2,2,58.7273839931886,58.7273839931886,138623,109205,29418
"2502",31801,6677,"HR","HR",2,2,58.7273839931886,59.0953597275436,138623,53041,85582
"2503",31801,16789,"HR","HR",2,2,58.7273839931886,59.2065772669221,138623,96134,42489
"2504",31801,24596,"HR","HR",2,2,58.7273839931886,58.7656981694338,138623,51776,86847
"2505",31801,27261,"HR","HR",2,2,58.7273839931886,58.8676032354193,138623,81847,56776
"2506",31801,27500,"HR","HR",2,2,58.7273839931886,59.2565985525756,138623,50753,87870
"2507",31801,60046,"HR","HR",2,2,58.7273839931886,58.9343869731801,138623,71443,67180
"2508",31801,64269,"HR","HR",2,2,58.7273839931886,59.0208599404002,138623,130063,8560
"2509",31916,14686,"Sales & Marketing","Sales & Marketing",2,2,55.2583546189868,55.8077905491699,118579,48157,70422
"2510",31916,24918,"Sales & Marketing","Sales & Marketing",2,2,55.2583546189868,55.3509472115794,118579,66473,52106
"2511",31916,28157,"Sales & Marketing","Sales & Marketing",2,2,55.2583546189868,55.3647828863346,118579,52063,66516
"2512",31916,31429,"Sales & Marketing","Sales & Marketing",2,2,55.2583546189868,55.6931140911026,118579,81198,37381
"2513",31916,35076,"Sales & Marketing","Sales & Marketing",2,2,55.2583546189868,55.6526713495104,118579,60854,57725
"2514",31916,36713,"Sales & Marketing","Sales & Marketing",2,2,55.2583546189868,55.2591528309919,118579,65661,52918
"2515",31916,38813,"Sales & Marketing","Sales & Marketing",2,2,55.2583546189868,55.3581311196254,118579,80168,38411
"2516",31916,48647,"Sales & Marketing","Sales & Marketing",2,2,55.2583546189868,55.7090783312048,118579,63332,55247
"2517",31916,56479,"Sales & Marketing","Sales & Marketing",2,2,55.2583546189868,55.4225202213708,118579,48624,69955
"2518",39232,1463,"Sales & Marketing","Sales & Marketing",2,2,55.5715197956577,56.0137292464879,143034,57397,85637
"2519",39232,3684,"Sales & Marketing","Sales & Marketing",2,2,55.5715197956577,55.9913793103448,143034,91268,51766
"2520",39232,14686,"Sales & Marketing","Sales & Marketing",2,2,55.5715197956577,55.8077905491699,143034,48157,94877
"2521",39232,30074,"Sales & Marketing","Sales & Marketing",2,2,55.5715197956577,56.105257556407,143034,86038,56996
"2522",39232,31429,"Sales & Marketing","Sales & Marketing",2,2,55.5715197956577,55.6931140911026,143034,81198,61836
"2523",39232,35076,"Sales & Marketing","Sales & Marketing",2,2,55.5715197956577,55.6526713495104,143034,60854,82180
"2524",39232,48647,"Sales & Marketing","Sales & Marketing",2,2,55.5715197956577,55.7090783312048,143034,63332,79702
"2525",39232,71409,"Sales & Marketing","Sales & Marketing",2,2,55.5715197956577,55.8511600681141,143034,56943,86091
"2526",29118,15303,"Sales & Marketing","Sales & Marketing",2,2,58.9700404427416,59.208705832269,70516,43027,27489
"2527",29118,27751,"Sales & Marketing","Sales & Marketing",2,2,58.9700404427416,59.1554916985952,70516,45387,25129
"2528",29118,31207,"Sales & Marketing","Sales & Marketing",2,2,58.9700404427416,59.531981694338,70516,57088,13428
"2529",29118,49470,"Sales & Marketing","Sales & Marketing",2,2,58.9700404427416,59.387239250745,70516,65917,4599
"2530",29118,58278,"Sales & Marketing","Sales & Marketing",2,2,58.9700404427416,59.0567794806301,70516,52132,18384
"2531",29118,73590,"Sales & Marketing","Sales & Marketing",2,2,58.9700404427416,59.208705832269,70516,60188,10328
"2532",60930,11783,"Sales & Marketing","Sales & Marketing",2,2,56.4902618135377,56.8276394210302,136862,44908,91954
"2533",60930,22260,"Sales & Marketing","Sales & Marketing",2,2,56.4902618135377,56.6706577266922,136862,60379,76483
"2534",60930,40821,"Sales & Marketing","Sales & Marketing",2,2,56.4902618135377,56.6118561089825,136862,44463,92399
"2535",60930,44483,"Sales & Marketing","Sales & Marketing",2,2,56.4902618135377,56.9737122179651,136862,40916,95946
"2536",60930,56665,"Sales & Marketing","Sales & Marketing",2,2,56.4902618135377,56.9686568752661,136862,69974,66888
"2537",60930,78096,"Sales & Marketing","Sales & Marketing",2,2,56.4902618135377,56.553852703278,136862,79902,56960
"2538",14994,15482,"Sales & Marketing","Sales & Marketing",2,2,59.9212430821626,60.1793316304811,83383,52277,31106
"2539",14994,17803,"Sales & Marketing","Sales & Marketing",2,2,59.9212430821626,60.2705938697318,83383,43444,39939
"2540",14994,24170,"Sales & Marketing","Sales & Marketing",2,2,59.9212430821626,60.4283737760749,83383,75365,8018
"2541",14994,32575,"Sales & Marketing","Sales & Marketing",2,2,59.9212430821626,60.399638143891,83383,66021,17362
"2542",14994,33983,"Sales & Marketing","Sales & Marketing",2,2,59.9212430821626,60.4382183908046,83383,63333,20050
"2543",14994,49951,"Sales & Marketing","Sales & Marketing",2,2,59.9212430821626,60.3565346956152,83383,50065,33318
"2544",14994,74242,"Sales & Marketing","Sales & Marketing",2,2,59.9212430821626,60.259951042997,83383,41409,41974
"2545",14994,74375,"Sales & Marketing","Sales & Marketing",2,2,59.9212430821626,60.1551191996594,83383,73516,9867
"2546",27196,21879,"Sales & Marketing","Sales & Marketing",2,2,62.4010217113665,62.8035866326096,57740,54042,3698
"2547",66807,5205,"HR","HR",2,2,66.0712005108557,66.443699446573,179446,148245,31201
"2548",66807,11467,"HR","HR",2,2,66.0712005108557,66.4051191996594,179446,127812,51634
"2549",66807,41072,"HR","HR",2,2,66.0712005108557,66.1621966794381,179446,91539,87907
"2550",66807,64985,"HR","HR",2,2,66.0712005108557,66.4628565346956,179446,122998,56448
"2551",66807,66539,"HR","HR",2,2,66.0712005108557,66.3870263942103,179446,91222,88224
"2552",66807,72567,"HR","HR",2,2,66.0712005108557,66.1672520221371,179446,106496,72950
"2553",56519,2158,"Sales & Marketing","Sales & Marketing",2,2,58.1058429118774,58.448275862069,63900,55997,7903
"2554",56519,12733,"Sales & Marketing","Sales & Marketing",2,2,58.1058429118774,58.6159003831418,63900,62677,1223
"2555",56519,27764,"Sales & Marketing","Sales & Marketing",2,2,58.1058429118774,58.3918688803746,63900,60788,3112
"2556",56519,43887,"Sales & Marketing","Sales & Marketing",2,2,58.1058429118774,58.5597594721158,63900,60791,3109
"2557",56519,46490,"Sales & Marketing","Sales & Marketing",2,2,58.1058429118774,58.423797360579,63900,42174,21726
"2558",56519,52384,"Sales & Marketing","Sales & Marketing",2,2,58.1058429118774,58.3128458918689,63900,45849,18051
"2559",56519,65057,"Sales & Marketing","Sales & Marketing",2,2,58.1058429118774,58.5451255853555,63900,63597,303
"2560",36225,21893,"Sales & Marketing","Sales & Marketing",2,2,57.6561834823329,57.7769795657727,69932,56704,13228
"2561",36225,31390,"Sales & Marketing","Sales & Marketing",2,2,57.6561834823329,57.6995530012771,69932,56745,13187
"2562",36225,53817,"Sales & Marketing","Sales & Marketing",2,2,57.6561834823329,57.7407939548744,69932,53956,15976
"2563",36225,67810,"Sales & Marketing","Sales & Marketing",2,2,57.6561834823329,58.0576841209025,69932,66947,2985
"2564",52608,15482,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.1793316304811,123104,52277,70827
"2565",52608,17803,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.2705938697318,123104,43444,79660
"2566",52608,20416,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.3645168156662,123104,94487,28617
"2567",52608,23074,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.4603022562793,123104,98717,24387
"2568",52608,24170,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.4283737760749,123104,75365,47739
"2569",52608,32232,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.6497445721584,123104,46075,77029
"2570",52608,32467,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.7277032779906,123104,54821,68283
"2571",52608,32575,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.399638143891,123104,66021,57083
"2572",52608,33983,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.4382183908046,123104,63333,59771
"2573",52608,49951,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.3565346956152,123104,50065,73039
"2574",52608,50138,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.6973712217965,123104,89804,33300
"2575",52608,52834,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.5135163899532,123104,99427,23677
"2576",52608,74242,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.259951042997,123104,41409,81695
"2577",52608,74375,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.1551191996594,123104,73516,49588
"2578",52608,74565,"Sales & Marketing","Sales & Marketing",2,2,60.1359621115368,60.7239782886335,123104,46929,76175
"2579",61328,21893,"Sales & Marketing","Sales & Marketing",2,2,57.6561834823329,57.7769795657727,137924,56704,81220
"2580",61328,27776,"Sales & Marketing","Sales & Marketing",2,2,57.6561834823329,58.0143146019583,137924,81804,56120
"2581",61328,31390,"Sales & Marketing","Sales & Marketing",2,2,57.6561834823329,57.6995530012771,137924,56745,81179
"2582",61328,51208,"Sales & Marketing","Sales & Marketing",2,2,57.6561834823329,57.9775968497233,137924,79548,58376
"2583",61328,53817,"Sales & Marketing","Sales & Marketing",2,2,57.6561834823329,57.7407939548744,137924,53956,83968
"2584",61328,67810,"Sales & Marketing","Sales & Marketing",2,2,57.6561834823329,58.0576841209025,137924,66947,70977
"2585",61328,76547,"Sales & Marketing","Sales & Marketing",2,2,57.6561834823329,57.7769795657727,137924,93620,44304
"2586",20522,17212,"Sales & Marketing","Sales & Marketing",2,2,63.7680928054491,64.0541187739464,144327,97931,46396
"2587",20522,25668,"Sales & Marketing","Sales & Marketing",2,2,63.7680928054491,64.188484461473,144327,42155,102172
"2588",20522,64696,"Sales & Marketing","Sales & Marketing",2,2,63.7680928054491,64.1738505747126,144327,98570,45757
"2589",20522,65835,"Sales & Marketing","Sales & Marketing",2,2,63.7680928054491,64.0807258407833,144327,69029,75298
"2590",42668,2158,"Sales & Marketing","Sales & Marketing",2,2,58.4376330353342,58.448275862069,72939,55997,16942
"2591",42668,6926,"Sales & Marketing","Sales & Marketing",2,2,58.4376330353342,58.8798424861643,72939,46960,25979
"2592",42668,12733,"Sales & Marketing","Sales & Marketing",2,2,58.4376330353342,58.6159003831418,72939,62677,10262
"2593",42668,16503,"Sales & Marketing","Sales & Marketing",2,2,58.4376330353342,58.8412622392507,72939,70311,2628
"2594",42668,22535,"Sales & Marketing","Sales & Marketing",2,2,58.4376330353342,58.7885802469136,72939,62523,10416
"2595",42668,40384,"Sales & Marketing","Sales & Marketing",2,2,58.4376330353342,58.931460195828,72939,71643,1296
"2596",42668,43887,"Sales & Marketing","Sales & Marketing",2,2,58.4376330353342,58.5597594721158,72939,60791,12148
"2597",42668,65057,"Sales & Marketing","Sales & Marketing",2,2,58.4376330353342,58.5451255853555,72939,63597,9342
"2598",42668,65120,"Sales & Marketing","Sales & Marketing",2,2,58.4376330353342,58.7002447850149,72939,62547,10392
"2599",17165,4619,"Sales & Marketing","Sales & Marketing",2,2,49.1637398893146,49.3146019582801,92024,64011,28013
"2600",17165,15106,"Sales & Marketing","Sales & Marketing",2,2,49.1637398893146,49.4995210727969,92024,73195,18829
"2601",17165,20677,"Sales & Marketing","Sales & Marketing",2,2,49.1637398893146,49.4276819923372,92024,49811,42213
"2602",17165,26701,"Sales & Marketing","Sales & Marketing",2,2,49.1637398893146,49.3914963814389,92024,55490,36534
"2603",17165,34600,"Sales & Marketing","Sales & Marketing",2,2,49.1637398893146,49.6487867177522,92024,85431,6593
"2604",17165,66085,"Sales & Marketing","Sales & Marketing",2,2,49.1637398893146,49.4276819923372,92024,49376,42648
"2605",43684,4931,"HR","HR",2,2,62.8663793103448,63.2825138356747,172975,92717,80258
"2606",43684,23709,"HR","HR",2,2,62.8663793103448,62.9909003831418,172975,125193,47782
"2607",43684,50065,"HR","HR",2,2,62.8663793103448,63.308588761175,172975,77476,95499
"2608",43684,69700,"HR","HR",2,2,62.8663793103448,63.0092592592593,172975,131856,41119
"2609",43684,78033,"HR","HR",2,2,62.8663793103448,63.2710727969349,172975,110483,62492
"2610",18454,45671,"Sales & Marketing","Sales & Marketing",2,2,65.3485525755641,65.5531609195402,125584,99227,26357
"2611",18454,47448,"Sales & Marketing","Sales & Marketing",2,2,65.3485525755641,65.3623882503193,125584,82416,43168
"2612",18454,47877,"Sales & Marketing","Sales & Marketing",2,2,65.3485525755641,65.4869093231162,125584,65196,60388
"2613",18454,49217,"Sales & Marketing","Sales & Marketing",2,2,65.3485525755641,65.6723605789698,125584,64992,60592
"2614",18454,52090,"Sales & Marketing","Sales & Marketing",2,2,65.3485525755641,65.750319284802,125584,83889,41695
"2615",18454,76867,"Sales & Marketing","Sales & Marketing",2,2,65.3485525755641,65.3485525755641,125584,76475,49109
"2616",51747,15780,"Sales & Marketing","Sales & Marketing",2,2,63.5467220093657,63.6935930183057,139449,74098,65351
"2617",51747,17212,"Sales & Marketing","Sales & Marketing",2,2,63.5467220093657,64.0541187739464,139449,97931,41518
"2618",51747,25668,"Sales & Marketing","Sales & Marketing",2,2,63.5467220093657,64.188484461473,139449,42155,97294
"2619",51747,64696,"Sales & Marketing","Sales & Marketing",2,2,63.5467220093657,64.1738505747126,139449,98570,40879
"2620",51747,65835,"Sales & Marketing","Sales & Marketing",2,2,63.5467220093657,64.0807258407833,139449,69029,70420
"2621",73208,5114,"Sales & Marketing","Sales & Marketing",2,2,56.1749680715198,56.3779799914857,74321,73123,1198
"2622",73208,22260,"Sales & Marketing","Sales & Marketing",2,2,56.1749680715198,56.6706577266922,74321,60379,13942
"2623",73208,40821,"Sales & Marketing","Sales & Marketing",2,2,56.1749680715198,56.6118561089825,74321,44463,29858
"2624",73208,41155,"Sales & Marketing","Sales & Marketing",2,2,56.1749680715198,56.4761600681141,74321,46086,28235
"2625",73208,44838,"Sales & Marketing","Sales & Marketing",2,2,56.1749680715198,56.2167411664538,74321,44355,29966
"2626",73208,60801,"Sales & Marketing","Sales & Marketing",2,2,56.1749680715198,56.4758939974457,74321,49028,25293
"2627",73208,61255,"Sales & Marketing","Sales & Marketing",2,2,56.1749680715198,56.3386015325671,74321,46103,28218
"2628",73208,70366,"Sales & Marketing","Sales & Marketing",2,2,56.1749680715198,56.3343444018731,74321,48846,25475
"2629",73208,76859,"Sales & Marketing","Sales & Marketing",2,2,56.1749680715198,56.2364303959132,74321,54335,19986
"2630",50085,23664,"HR","HR",2,2,63.7656981694338,64.1403256704981,168924,91356,77568
"2631",50085,24286,"HR","HR",2,2,63.7656981694338,63.833546189868,168924,79271,89653
"2632",50085,24586,"HR","HR",2,2,63.7656981694338,64.046668795232,168924,82629,86295
"2633",50085,36521,"HR","HR",2,2,63.7656981694338,63.833546189868,168924,115523,53401
"2634",50085,37191,"HR","HR",2,2,63.7656981694338,64.0985525755641,168924,149297,19627
"2635",50085,78238,"HR","HR",2,2,63.7656981694338,63.833546189868,168924,122923,46001
"2636",9994,25668,"Sales & Marketing","Sales & Marketing",2,2,64.0285759897829,64.188484461473,91282,42155,49127
"2637",9994,34590,"Sales & Marketing","Sales & Marketing",2,2,64.0285759897829,64.5037782034909,91282,90458,824
"2638",9994,65835,"Sales & Marketing","Sales & Marketing",2,2,64.0285759897829,64.0807258407833,91282,69029,22253
"2639",9994,66645,"Sales & Marketing","Sales & Marketing",2,2,64.0285759897829,64.5992975734355,91282,49315,41967
"2640",30628,13707,"Sales & Marketing","Sales & Marketing",2,2,60.7308961260111,60.8822903363133,113296,90560,22736
"2641",30628,30784,"Sales & Marketing","Sales & Marketing",2,2,60.7308961260111,60.9493401447424,113296,68546,44750
"2642",30628,38150,"Sales & Marketing","Sales & Marketing",2,2,60.7308961260111,61.129736057897,113296,71361,41935
"2643",30628,41645,"Sales & Marketing","Sales & Marketing",2,2,60.7308961260111,60.8024691358025,113296,53755,59541
"2644",30628,46702,"Sales & Marketing","Sales & Marketing",2,2,60.7308961260111,61.0996700723712,113296,69065,44231
"2645",30628,61645,"Sales & Marketing","Sales & Marketing",2,2,60.7308961260111,61.129736057897,113296,71619,41677
"2646",30628,61788,"Sales & Marketing","Sales & Marketing",2,2,60.7308961260111,61.0193167305236,113296,89183,24113
"2647",30628,73400,"Sales & Marketing","Sales & Marketing",2,2,60.7308961260111,61.2750106428267,113296,73799,39497
"2648",7062,2158,"Sales & Marketing","Sales & Marketing",2,2,58.0978607918263,58.448275862069,118022,55997,62025
"2649",7062,12733,"Sales & Marketing","Sales & Marketing",2,2,58.0978607918263,58.6159003831418,118022,62677,55345
"2650",7062,15617,"Sales & Marketing","Sales & Marketing",2,2,58.0978607918263,58.3304065559813,118022,66155,51867
"2651",7062,27764,"Sales & Marketing","Sales & Marketing",2,2,58.0978607918263,58.3918688803746,118022,60788,57234
"2652",7062,33671,"Sales & Marketing","Sales & Marketing",2,2,58.0978607918263,58.3947956577267,118022,96934,21088
"2653",7062,37744,"Sales & Marketing","Sales & Marketing",2,2,58.0978607918263,58.448275862069,118022,89706,28316
"2654",7062,43887,"Sales & Marketing","Sales & Marketing",2,2,58.0978607918263,58.5597594721158,118022,60791,57231
"2655",7062,46490,"Sales & Marketing","Sales & Marketing",2,2,58.0978607918263,58.423797360579,118022,42174,75848
"2656",7062,52384,"Sales & Marketing","Sales & Marketing",2,2,58.0978607918263,58.3128458918689,118022,45849,72173
"2657",7062,65057,"Sales & Marketing","Sales & Marketing",2,2,58.0978607918263,58.5451255853555,118022,63597,54425
"2658",7062,74667,"Sales & Marketing","Sales & Marketing",2,2,58.0978607918263,58.2489889314602,118022,77284,40738
"2659",70553,5277,"Sales & Marketing","Sales & Marketing",2,2,59.3199233716475,59.8821306939123,108976,98970,10006
"2660",70553,21516,"Sales & Marketing","Sales & Marketing",2,2,59.3199233716475,59.666613452533,108976,92947,16029
"2661",70553,26235,"Sales & Marketing","Sales & Marketing",2,2,59.3199233716475,59.9129948914432,108976,80194,28782
"2662",70553,31207,"Sales & Marketing","Sales & Marketing",2,2,59.3199233716475,59.531981694338,108976,57088,51888
"2663",70553,33736,"Sales & Marketing","Sales & Marketing",2,2,59.3199233716475,59.5961047254151,108976,95810,13166
"2664",70553,41411,"Sales & Marketing","Sales & Marketing",2,2,59.3199233716475,59.5889208173691,108976,83457,25519
"2665",70553,49470,"Sales & Marketing","Sales & Marketing",2,2,59.3199233716475,59.387239250745,108976,65917,43059
"2666",70553,53290,"Sales & Marketing","Sales & Marketing",2,2,59.3199233716475,59.7259472115794,108976,89414,19562
"2667",70553,66427,"Sales & Marketing","Sales & Marketing",2,2,59.3199233716475,59.3656875266071,108976,84860,24116
"2668",70553,75988,"Sales & Marketing","Sales & Marketing",2,2,59.3199233716475,59.7765006385696,108976,59823,49153
"2669",17371,17212,"Sales & Marketing","Sales & Marketing",2,2,63.7651660280971,64.0541187739464,125122,97931,27191
"2670",17371,25668,"Sales & Marketing","Sales & Marketing",2,2,63.7651660280971,64.188484461473,125122,42155,82967
"2671",17371,64696,"Sales & Marketing","Sales & Marketing",2,2,63.7651660280971,64.1738505747126,125122,98570,26552
"2672",17371,65835,"Sales & Marketing","Sales & Marketing",2,2,63.7651660280971,64.0807258407833,125122,69029,56093
"2673",7910,5774,"Sales & Marketing","Sales & Marketing",2,2,64.509631758195,64.8941038739889,50303,48968,1335
"2674",7910,32813,"Sales & Marketing","Sales & Marketing",2,2,64.509631758195,64.963282247765,50303,45370,4933
"2675",7910,39368,"Sales & Marketing","Sales & Marketing",2,2,64.509631758195,64.6908258833546,50303,40253,10050
"2676",7910,49741,"Sales & Marketing","Sales & Marketing",2,2,64.509631758195,65.0250106428267,50303,40716,9587
"2677",7910,66645,"Sales & Marketing","Sales & Marketing",2,2,64.509631758195,64.5992975734355,50303,49315,988
"2678",43653,38463,"Sales & Marketing","Sales & Marketing",2,2,65.2056726266496,65.2642081736909,128495,86078,42417
"2679",43653,45671,"Sales & Marketing","Sales & Marketing",2,2,65.2056726266496,65.5531609195402,128495,99227,29268
"2680",43653,47448,"Sales & Marketing","Sales & Marketing",2,2,65.2056726266496,65.3623882503193,128495,82416,46079
"2681",43653,47877,"Sales & Marketing","Sales & Marketing",2,2,65.2056726266496,65.4869093231162,128495,65196,63299
"2682",43653,49217,"Sales & Marketing","Sales & Marketing",2,2,65.2056726266496,65.6723605789698,128495,64992,63503
"2683",43653,52090,"Sales & Marketing","Sales & Marketing",2,2,65.2056726266496,65.750319284802,128495,83889,44606
"2684",43653,76867,"Sales & Marketing","Sales & Marketing",2,2,65.2056726266496,65.3485525755641,128495,76475,52020
"2685",9087,2705,"HR","HR",2,2,54.6325564069817,54.6953490847169,156954,109325,47629
"2686",9087,20064,"HR","HR",2,2,54.6325564069817,55.1830566198382,156954,50830,106124
"2687",9087,40731,"HR","HR",2,2,54.6325564069817,54.7038633461047,156954,112381,44573
"2688",9087,54130,"HR","HR",2,2,54.6325564069817,55.1806619838229,156954,93925,63029
"2689",9087,63747,"HR","HR",2,2,54.6325564069817,55.0949872286079,156954,128008,28946
"2690",72062,6677,"HR","HR",2,2,58.7542571306939,59.0953597275436,148479,53041,95438
"2691",72062,16789,"HR","HR",2,2,58.7542571306939,59.2065772669221,148479,96134,52345
"2692",72062,24596,"HR","HR",2,2,58.7542571306939,58.7656981694338,148479,51776,96703
"2693",72062,27261,"HR","HR",2,2,58.7542571306939,58.8676032354193,148479,81847,66632
"2694",72062,27500,"HR","HR",2,2,58.7542571306939,59.2565985525756,148479,50753,97726
"2695",72062,60046,"HR","HR",2,2,58.7542571306939,58.9343869731801,148479,71443,77036
"2696",72062,64269,"HR","HR",2,2,58.7542571306939,59.0208599404002,148479,130063,18416
"2697",836,6926,"Sales & Marketing","Sales & Marketing",2,2,58.7162090251171,58.8798424861643,97016,46960,50056
